instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
253,2011-09-10,fall,2011,9,0,6,0,1,0.66,24.125492,0.75375,0.153608,1750,3595,5345
254,2011-09-11,fall,2011,9,0,0,0,1,0.653333,24.209114,0.71375,0.115054,1633,3413,5046
255,2011-09-12,fall,2011,9,0,1,1,1,0.644348,23.74058,0.692174,0.088913,690,4023,4713
256,2011-09-13,fall,2011,9,0,2,1,1,0.650833,23.834564,0.7125,0.141804,701,4062,4763
257,2011-09-14,fall,2011,9,0,3,1,1,0.673333,25.3754,0.697083,0.1673,647,4138,4785
258,2011-09-15,fall,2011,9,0,4,1,2,0.5775,20.542286000000004,0.709167,0.271146,428,3231,3659
259,2011-09-16,fall,2011,9,0,5,1,2,0.469167,14.457350000000002,0.590417,0.164183,742,4018,4760
260,2011-09-17,fall,2011,9,0,6,0,2,0.491667,15.581792,0.718333,0.189675,1434,3077,4511
261,2011-09-18,fall,2011,9,0,0,0,1,0.5075,16.375442,0.695,0.178483,1353,2921,4274
262,2011-09-19,fall,2011,9,0,1,1,2,0.549167,18.958550000000002,0.69,0.151742,691,3848,4539
263,2011-09-20,fall,2011,9,0,2,1,2,0.561667,19.126322000000002,0.88125,0.134954,438,3203,3641
264,2011-09-21,fall,2011,9,0,3,1,2,0.595,20.335178000000006,0.9,0.0964042,539,3813,4352
265,2011-09-22,fall,2011,9,0,4,1,2,0.628333,20.627558,0.902083,0.128125,555,4240,4795
266,2011-09-23,winter,2011,9,0,5,1,2,0.609167,18.460249999999995,0.9725,0.0783667,258,2137,2395
267,2011-09-24,winter,2011,9,0,6,0,2,0.606667,21.251192000000003,0.8625,0.0783833,1776,3647,5423
268,2011-09-25,winter,2011,9,0,0,0,2,0.634167,21.794041999999997,0.845,0.0503792,1544,3466,5010
269,2011-09-26,winter,2011,9,0,1,1,2,0.649167,22.876771999999995,0.848333,0.1107,684,3946,4630
270,2011-09-27,winter,2011,9,0,2,1,2,0.636667,21.91865,0.885417,0.118171,477,3643,4120
271,2011-09-28,winter,2011,9,0,3,1,2,0.635,21.960427999999993,0.84875,0.148629,480,3427,3907
272,2011-09-29,winter,2011,9,0,4,1,1,0.616667,21.917792,0.699167,0.172883,653,4186,4839
273,2011-09-30,winter,2011,9,0,5,1,1,0.564167,19.958714,0.6475,0.206475,830,4372,5202
274,2011-10-01,winter,2011,10,0,6,0,2,0.41,11.248957999999998,0.75375,0.292296,480,1949,2429
275,2011-10-02,winter,2011,10,0,0,0,2,0.356667,6.790921999999998,0.791667,0.222013,616,2302,2918
276,2011-10-03,winter,2011,10,0,1,1,2,0.384167,9.875036000000001,0.760833,0.0833458,330,3240,3570
277,2011-10-04,winter,2011,10,0,2,1,1,0.484167,15.208628000000001,0.71,0.205854,486,3970,4456
278,2011-10-05,winter,2011,10,0,3,1,1,0.538333,18.791108,0.647917,0.17725,559,4267,4826
279,2011-10-06,winter,2011,10,0,4,1,1,0.494167,15.70805,0.620833,0.134954,639,4126,4765
280,2011-10-07,winter,2011,10,0,5,1,1,0.510833,17.290664,0.684167,0.0223917,949,4036,4985
281,2011-10-08,winter,2011,10,0,6,0,1,0.521667,17.873971999999995,0.70125,0.0454042,2235,3174,5409
282,2011-10-09,winter,2011,10,0,0,0,1,0.540833,18.582878,0.7275,0.06345,2397,3114,5511
283,2011-10-10,winter,2011,10,1,1,0,1,0.570833,19.83305,0.73375,0.0423042,1514,3603,5117
284,2011-10-11,winter,2011,10,0,2,1,2,0.566667,20.042336,0.80875,0.143042,667,3896,4563
285,2011-10-12,winter,2011,10,0,3,1,3,0.543333,18.169322,0.90625,0.24815,217,2199,2416
286,2011-10-13,winter,2011,10,0,4,1,2,0.589167,20.419064,0.896667,0.141787,290,2623,2913
287,2011-10-14,winter,2011,10,0,5,1,2,0.550833,18.958550000000002,0.71625,0.223883,529,3115,3644
288,2011-10-15,winter,2011,10,0,6,0,1,0.506667,16.91585,0.483333,0.258083,1899,3318,5217
289,2011-10-16,winter,2011,10,0,0,0,1,0.511667,17.208163999999996,0.486667,0.281717,1748,3293,5041
290,2011-10-17,winter,2011,10,0,1,1,1,0.534167,17.70785,0.579583,0.175379,713,3857,4570
291,2011-10-18,winter,2011,10,0,2,1,2,0.5325,18.499586,0.701667,0.110087,637,4111,4748
292,2011-10-19,winter,2011,10,0,3,1,3,0.541739,17.913967999999997,0.895217,0.243339,254,2170,2424
293,2011-10-20,winter,2011,10,0,4,1,1,0.475833,14.790650000000003,0.63625,0.422275,471,3724,4195
294,2011-10-21,winter,2011,10,0,5,1,1,0.4275,11.957335999999998,0.574167,0.221396,676,3628,4304
295,2011-10-22,winter,2011,10,0,6,0,1,0.4225,12.082472,0.629167,0.0926667,1499,2809,4308
296,2011-10-23,winter,2011,10,0,0,0,1,0.421667,11.873978000000001,0.74125,0.0995125,1619,2762,4381
297,2011-10-24,winter,2011,10,0,1,1,1,0.463333,14.166422,0.772083,0.118792,699,3488,4187
298,2011-10-25,winter,2011,10,0,2,1,1,0.471667,14.582749999999997,0.622917,0.166658,695,3992,4687
299,2011-10-26,winter,2011,10,0,3,1,2,0.484167,15.207836,0.720417,0.148642,404,3490,3894
300,2011-10-27,winter,2011,10,0,4,1,2,0.47,14.165036,0.812917,0.197763,240,2419,2659
301,2011-10-28,winter,2011,10,0,5,1,2,0.330833,5.041591999999998,0.585833,0.229479,456,3291,3747
302,2011-10-29,winter,2011,10,0,6,0,3,0.254167,-0.9577419999999996,0.8825,0.351371,57,570,627
303,2011-10-30,winter,2011,10,0,0,0,1,0.319167,5.207713999999999,0.62375,0.176617,885,2446,3331
304,2011-10-31,winter,2011,10,0,1,1,1,0.34,7.5001580000000025,0.703333,0.10635,362,3307,3669
305,2011-11-01,winter,2011,11,0,2,1,1,0.400833,10.207808,0.68375,0.135571,410,3658,4068
306,2011-11-02,winter,2011,11,0,3,1,1,0.3775,9.748778000000001,0.71875,0.0820917,370,3816,4186
307,2011-11-03,winter,2011,11,0,4,1,1,0.408333,10.790785999999997,0.702083,0.136817,318,3656,3974
308,2011-11-04,winter,2011,11,0,5,1,2,0.403333,10.623871999999999,0.6225,0.271779,470,3576,4046
309,2011-11-05,winter,2011,11,0,6,0,1,0.326667,5.374364,0.519167,0.189062,1156,2770,3926
310,2011-11-06,winter,2011,11,0,0,0,1,0.348333,7.915628000000002,0.734583,0.0920542,952,2697,3649
311,2011-11-07,winter,2011,11,0,1,1,1,0.395,10.457486,0.75875,0.057225,373,3662,4035
312,2011-11-08,winter,2011,11,0,2,1,1,0.408333,11.208236,0.721667,0.0690375,376,3829,4205
313,2011-11-09,winter,2011,11,0,3,1,1,0.4,10.999214000000002,0.758333,0.0621958,305,3804,4109
314,2011-11-10,winter,2011,11,0,4,1,2,0.38,8.665586000000001,0.813333,0.189067,190,2743,2933
315,2011-11-11,winter,2011,11,1,5,0,1,0.324167,4.2499220000000015,0.44625,0.314675,440,2928,3368
316,2011-11-12,winter,2011,11,0,6,0,1,0.356667,7.624171999999998,0.552917,0.212062,1275,2792,4067
317,2011-11-13,winter,2011,11,0,0,0,1,0.440833,12.4163,0.458333,0.281721,1004,2713,3717
318,2011-11-14,winter,2011,11,0,1,1,1,0.53,18.624392,0.587083,0.306596,595,3891,4486
319,2011-11-15,winter,2011,11,0,2,1,2,0.53,17.500214,0.68875,0.199633,449,3746,4195
320,2011-11-16,winter,2011,11,0,3,1,3,0.456667,13.831208,0.93,0.136829,145,1672,1817
321,2011-11-17,winter,2011,11,0,4,1,2,0.341667,5.332585999999999,0.575833,0.305362,139,2914,3053
322,2011-11-18,winter,2011,11,0,5,1,1,0.274167,1.9995860000000008,0.41,0.168533,245,3147,3392
323,2011-11-19,winter,2011,11,0,6,0,1,0.329167,5.415878000000003,0.502083,0.224496,943,2720,3663
324,2011-11-20,winter,2011,11,0,0,0,2,0.463333,14.165828000000001,0.684583,0.18595,787,2733,3520
325,2011-11-21,winter,2011,11,0,1,1,3,0.4475,13.374092000000001,0.91,0.138054,220,2545,2765
326,2011-11-22,winter,2011,11,0,2,1,3,0.416667,11.831936000000002,0.9625,0.118792,69,1538,1607
327,2011-11-23,winter,2011,11,0,3,1,2,0.440833,12.415441999999999,0.757917,0.335825,112,2454,2566
328,2011-11-24,winter,2011,11,1,4,0,1,0.373333,8.583086000000002,0.549167,0.167304,560,935,1495
329,2011-11-25,winter,2011,11,0,5,1,1,0.375,9.124285999999998,0.64375,0.0988958,1095,1697,2792
330,2011-11-26,winter,2011,11,0,6,0,1,0.375833,9.415742000000002,0.681667,0.0684208,1249,1819,3068
331,2011-11-27,winter,2011,11,0,0,0,1,0.459167,14.082799999999999,0.698333,0.208954,810,2261,3071
332,2011-11-28,winter,2011,11,0,1,1,1,0.503478,16.348052000000003,0.743043,0.142122,253,3614,3867
333,2011-11-29,winter,2011,11,0,2,1,2,0.458333,13.790750000000003,0.830833,0.258092,96,2818,2914
334,2011-11-30,winter,2011,11,0,3,1,1,0.325,4.540586000000001,0.613333,0.271158,188,3425,3613
335,2011-12-01,winter,2011,12,0,4,1,1,0.3125,4.166564000000001,0.524583,0.220158,182,3545,3727
336,2011-12-02,winter,2011,12,0,5,1,1,0.314167,5.874578,0.625833,0.100754,268,3672,3940
337,2011-12-03,winter,2011,12,0,6,0,1,0.299167,4.499863999999999,0.612917,0.0957833,706,2908,3614
338,2011-12-04,winter,2011,12,0,0,0,1,0.330833,7.040600000000001,0.775833,0.0839583,634,2851,3485
339,2011-12-05,winter,2011,12,0,1,1,2,0.385833,9.99905,0.827083,0.0622083,233,3578,3811
340,2011-12-06,winter,2011,12,0,2,1,3,0.4625,14.122399999999999,0.949583,0.232583,126,2468,2594
341,2011-12-07,winter,2011,12,0,3,1,3,0.41,10.416235999999998,0.970417,0.266175,50,655,705
342,2011-12-08,winter,2011,12,0,4,1,1,0.265833,0.9579079999999998,0.58,0.240058,150,3172,3322
343,2011-12-09,winter,2011,12,0,5,1,1,0.290833,4.9577719999999985,0.695833,0.0827167,261,3359,3620
344,2011-12-10,winter,2011,12,0,6,0,1,0.275,1.5831920000000004,0.5075,0.233221,502,2688,3190
345,2011-12-11,winter,2011,12,0,0,0,1,0.220833,0.708164,0.49,0.0665417,377,2366,2743
346,2011-12-12,winter,2011,12,0,1,1,1,0.238333,1.8329360000000001,0.670833,0.06345,143,3167,3310
347,2011-12-13,winter,2011,12,0,2,1,1,0.2825,3.875108000000001,0.59,0.14055,155,3368,3523
348,2011-12-14,winter,2011,12,0,3,1,2,0.3175,6.331892,0.66375,0.0609583,178,3562,3740
349,2011-12-15,winter,2011,12,0,4,1,2,0.4225,11.207642,0.634167,0.268042,181,3528,3709
350,2011-12-16,winter,2011,12,0,5,1,2,0.375,7.748450000000002,0.500417,0.260575,178,3399,3577
351,2011-12-17,winter,2011,12,0,6,0,2,0.258333,0.4584860000000006,0.560833,0.243167,275,2464,2739
352,2011-12-18,winter,2011,12,0,0,0,1,0.238333,0.20821399999999812,0.58625,0.169779,220,2211,2431
353,2011-12-19,winter,2011,12,0,1,1,1,0.276667,2.5415779999999977,0.6375,0.172896,260,3143,3403
354,2011-12-20,winter,2011,12,0,2,1,2,0.385833,10.165963999999999,0.595417,0.0615708,216,3534,3750
355,2011-12-21,spring,2011,12,0,3,1,2,0.428333,12.249122,0.858333,0.2214,107,2553,2660
356,2011-12-22,spring,2011,12,0,4,1,2,0.423333,12.123986000000002,0.7575,0.047275,227,2841,3068
357,2011-12-23,spring,2011,12,0,5,1,1,0.373333,8.915858,0.68625,0.274246,163,2046,2209
358,2011-12-24,spring,2011,12,0,6,0,1,0.3025,3.7499719999999996,0.5425,0.190304,155,856,1011
359,2011-12-25,spring,2011,12,0,0,0,1,0.274783,2.4774260000000012,0.681304,0.155091,303,451,754
360,2011-12-26,spring,2011,12,1,1,0,1,0.321739,4.825310000000002,0.506957,0.239465,430,887,1317
361,2011-12-27,spring,2011,12,0,2,1,2,0.325,5.6237780000000015,0.7625,0.18845,103,1059,1162
362,2011-12-28,spring,2011,12,0,3,1,1,0.29913,2.4782839999999986,0.503913,0.293961,255,2047,2302
363,2011-12-29,spring,2011,12,0,4,1,1,0.248333,1.4168720000000015,0.574167,0.119412,254,2169,2423
364,2011-12-30,spring,2011,12,0,5,1,1,0.311667,5.041591999999998,0.636667,0.134337,491,2508,2999
365,2011-12-31,spring,2011,12,0,6,0,1,0.41,11.331986,0.615833,0.220154,665,1820,2485
366,2012-01-01,spring,2012,1,0,0,0,1,0.37,8.790986,0.6925,0.192167,686,1608,2294
367,2012-01-02,spring,2012,1,1,1,0,1,0.273043,0.6520639999999993,0.381304,0.329665,244,1707,1951
368,2012-01-03,spring,2012,1,0,2,1,1,0.15,-7.665850000000001,0.44125,0.365671,89,2147,2236
369,2012-01-04,spring,2012,1,0,3,1,2,0.1075,-8.123758,0.414583,0.1847,95,2273,2368
370,2012-01-05,spring,2012,1,0,4,1,1,0.265833,2.3751919999999984,0.524167,0.129987,140,3132,3272
371,2012-01-06,spring,2012,1,0,5,1,1,0.334167,6.457622000000001,0.542083,0.167908,307,3791,4098
372,2012-01-07,spring,2012,1,0,6,0,1,0.393333,9.791414,0.531667,0.174758,1070,3451,4521
373,2012-01-08,spring,2012,1,0,0,0,1,0.3375,6.457028000000001,0.465,0.191542,599,2826,3425
374,2012-01-09,spring,2012,1,0,1,1,2,0.224167,0.33361400000000074,0.701667,0.0989,106,2270,2376
375,2012-01-10,spring,2012,1,0,2,1,1,0.308696,5.042515999999999,0.646522,0.187552,173,3425,3598
376,2012-01-11,spring,2012,1,0,3,1,2,0.274167,2.6661859999999997,0.8475,0.131221,92,2085,2177
377,2012-01-12,spring,2012,1,0,4,1,2,0.3825,9.207908,0.802917,0.180967,269,3828,4097
378,2012-01-13,spring,2012,1,0,5,1,1,0.274167,0.4578920000000011,0.5075,0.378108,174,3040,3214
379,2012-01-14,spring,2012,1,0,6,0,1,0.18,-3.916257999999999,0.4575,0.187183,333,2160,2493
380,2012-01-15,spring,2012,1,0,0,0,1,0.166667,-5.332750000000001,0.419167,0.251258,284,2027,2311
381,2012-01-16,spring,2012,1,1,1,0,1,0.19,-3.4162420000000004,0.5225,0.231358,217,2081,2298
382,2012-01-17,spring,2012,1,0,2,1,2,0.373043,8.042348,0.716087,0.34913,127,2808,2935
383,2012-01-18,spring,2012,1,0,3,1,1,0.303333,2.1667640000000006,0.443333,0.415429,109,3267,3376
384,2012-01-19,spring,2012,1,0,4,1,1,0.19,-3.4574919999999985,0.4975,0.220158,130,3162,3292
385,2012-01-20,spring,2012,1,0,5,1,2,0.2175,-1.4167720000000017,0.45,0.20275,115,3048,3163
386,2012-01-21,spring,2012,1,0,6,0,2,0.173333,-4.45825,0.83125,0.222642,67,1234,1301
387,2012-01-22,spring,2012,1,0,0,0,2,0.1625,-5.291499999999999,0.79625,0.199638,196,1781,1977
388,2012-01-23,spring,2012,1,0,1,1,2,0.218333,0.041827999999998866,0.91125,0.110708,145,2287,2432
389,2012-01-24,spring,2012,1,0,2,1,1,0.3425,7.041127999999997,0.835833,0.123767,439,3900,4339
390,2012-01-25,spring,2012,1,0,3,1,1,0.294167,3.4581860000000013,0.64375,0.161071,467,3803,4270
391,2012-01-26,spring,2012,1,0,4,1,2,0.341667,7.499299999999998,0.769583,0.0733958,244,3831,4075
392,2012-01-27,spring,2012,1,0,5,1,2,0.425,11.415278,0.74125,0.342667,269,3187,3456
393,2012-01-28,spring,2012,1,0,6,0,1,0.315833,5.541013999999997,0.543333,0.210829,775,3248,4023
394,2012-01-29,spring,2012,1,0,0,0,1,0.2825,1.9995860000000008,0.31125,0.24005,558,2685,3243
395,2012-01-30,spring,2012,1,0,1,1,1,0.269167,1.3332499999999996,0.400833,0.215792,126,3498,3624
396,2012-01-31,spring,2012,1,0,2,1,1,0.39,9.166922,0.416667,0.261817,324,4185,4509
397,2012-02-01,spring,2012,2,0,3,1,1,0.469167,14.791508,0.507917,0.189067,304,4275,4579
398,2012-02-02,spring,2012,2,0,4,1,2,0.399167,10.332086,0.672917,0.187187,190,3571,3761
399,2012-02-03,spring,2012,2,0,5,1,1,0.313333,4.416836,0.526667,0.178496,310,3841,4151
400,2012-02-04,spring,2012,2,0,6,0,2,0.264167,1.9998499999999986,0.779583,0.121896,384,2448,2832
401,2012-02-05,spring,2012,2,0,0,0,2,0.265833,1.4583860000000008,0.687917,0.175996,318,2629,2947
402,2012-02-06,spring,2012,2,0,1,1,1,0.282609,3.564116000000002,0.622174,0.1538,206,3578,3784
403,2012-02-07,spring,2012,2,0,2,1,1,0.354167,7.832863999999997,0.49625,0.147379,199,4176,4375
404,2012-02-08,spring,2012,2,0,3,1,2,0.256667,1.583786,0.722917,0.133721,109,2693,2802
405,2012-02-09,spring,2012,2,0,4,1,1,0.265,1.291208000000001,0.562083,0.194037,163,3667,3830
406,2012-02-10,spring,2012,2,0,5,1,2,0.280833,3.374828000000001,0.54,0.116929,227,3604,3831
407,2012-02-11,spring,2012,2,0,6,0,3,0.224167,-2.0827779999999994,0.73125,0.289796,192,1977,2169
408,2012-02-12,spring,2012,2,0,0,0,1,0.1275,-9.290572000000001,0.464583,0.409212,73,1456,1529
409,2012-02-13,spring,2012,2,0,1,1,1,0.2225,-0.9577419999999996,0.41125,0.167283,94,3328,3422
410,2012-02-14,spring,2012,2,0,2,1,2,0.319167,6.040436,0.50875,0.141179,135,3787,3922
411,2012-02-15,spring,2012,2,0,3,1,1,0.348333,7.207514000000003,0.53125,0.1816,141,4028,4169
412,2012-02-16,spring,2012,2,0,4,1,2,0.316667,5.790692,0.752917,0.091425,74,2931,3005
413,2012-02-17,spring,2012,2,0,5,1,1,0.343333,7.207514000000003,0.634583,0.205846,349,3805,4154
414,2012-02-18,spring,2012,2,0,6,0,1,0.346667,7.45805,0.534583,0.190929,1435,2883,4318
415,2012-02-19,spring,2012,2,0,0,0,2,0.28,1.5420080000000027,0.515833,0.253112,618,2071,2689
416,2012-02-20,spring,2012,2,1,1,0,1,0.28,2.043806,0.507826,0.229083,502,2627,3129
417,2012-02-21,spring,2012,2,0,2,1,1,0.287826,3.477458000000002,0.594348,0.205717,163,3614,3777
418,2012-02-22,spring,2012,2,0,3,1,1,0.395833,9.916021999999998,0.567917,0.234471,394,4379,4773
419,2012-02-23,spring,2012,2,0,4,1,1,0.454167,13.333435999999999,0.554583,0.190913,516,4546,5062
420,2012-02-24,spring,2012,2,0,5,1,2,0.4075,11.124085999999998,0.7375,0.237567,246,3241,3487
421,2012-02-25,spring,2012,2,0,6,0,1,0.290833,0.8745499999999993,0.395833,0.421642,317,2415,2732
422,2012-02-26,spring,2012,2,0,0,0,1,0.279167,1.708327999999998,0.41,0.205229,515,2874,3389
423,2012-02-27,spring,2012,2,0,1,1,1,0.366667,7.6249639999999985,0.490833,0.268033,253,4069,4322
424,2012-02-28,spring,2012,2,0,2,1,1,0.359167,7.3326499999999974,0.395833,0.193417,229,4134,4363
425,2012-02-29,spring,2012,2,0,3,1,2,0.344348,6.999020000000002,0.804783,0.179117,65,1769,1834
426,2012-03-01,spring,2012,3,0,4,1,1,0.485833,15.374485999999997,0.615417,0.226987,325,4665,4990
427,2012-03-02,spring,2012,3,0,5,1,2,0.353333,7.749572000000001,0.657083,0.144904,246,2948,3194
428,2012-03-03,spring,2012,3,0,6,0,2,0.414167,11.290472000000001,0.62125,0.161079,956,3110,4066
429,2012-03-04,spring,2012,3,0,0,0,1,0.325833,3.9993859999999977,0.403333,0.334571,710,2713,3423
430,2012-03-05,spring,2012,3,0,1,1,1,0.243333,-0.08271400000000106,0.50625,0.228858,203,3130,3333
431,2012-03-06,spring,2012,3,0,2,1,1,0.258333,0.8327719999999985,0.456667,0.200875,221,3735,3956
432,2012-03-07,spring,2012,3,0,3,1,1,0.404167,9.416599999999999,0.513333,0.345779,432,4484,4916
433,2012-03-08,spring,2012,3,0,4,1,1,0.5275,18.623863999999998,0.5675,0.441563,486,4896,5382
434,2012-03-09,spring,2012,3,0,5,1,2,0.410833,10.207478000000002,0.407083,0.4148,447,4122,4569
435,2012-03-10,spring,2012,3,0,6,0,1,0.2875,2.3326220000000006,0.350417,0.22575,968,3150,4118
436,2012-03-11,spring,2012,3,0,0,0,1,0.361739,7.738219999999998,0.476957,0.222587,1658,3253,4911
437,2012-03-12,spring,2012,3,0,1,1,1,0.466667,14.333072000000001,0.489167,0.207713,838,4460,5298
438,2012-03-13,spring,2012,3,0,2,1,1,0.565,19.833314,0.6175,0.23695,762,5085,5847
439,2012-03-14,spring,2012,3,0,3,1,1,0.5725,20.208722,0.507083,0.115062,997,5315,6312
440,2012-03-15,spring,2012,3,0,4,1,1,0.5575,19.166449999999998,0.579583,0.149883,1005,5187,6192
441,2012-03-16,spring,2012,3,0,5,1,2,0.435833,12.791114,0.842083,0.113192,548,3830,4378
442,2012-03-17,spring,2012,3,0,6,0,2,0.514167,17.333036,0.755833,0.110704,3155,4681,7836
443,2012-03-18,spring,2012,3,0,0,0,2,0.4725,14.624000000000002,0.81,0.126883,2207,3685,5892
444,2012-03-19,spring,2012,3,0,1,1,1,0.545,19.166185999999996,0.72875,0.162317,982,5171,6153
445,2012-03-20,spring,2012,3,0,2,1,1,0.560833,19.543178000000005,0.807917,0.121271,1051,5042,6093
446,2012-03-21,summer,2012,3,0,3,1,2,0.531667,17.875028,0.82125,0.0895583,1122,5108,6230
447,2012-03-22,summer,2012,3,0,4,1,1,0.554167,19.083422,0.83125,0.117562,1334,5537,6871
448,2012-03-23,summer,2012,3,0,5,1,2,0.601667,21.624422000000003,0.694167,0.1163,2469,5893,8362
449,2012-03-24,summer,2012,3,0,6,0,2,0.5025,16.124378,0.885417,0.192783,1033,2339,3372
450,2012-03-25,summer,2012,3,0,0,0,2,0.4375,12.874208,0.880833,0.220775,1532,3464,4996
451,2012-03-26,summer,2012,3,0,1,1,1,0.445833,12.9575,0.477917,0.386821,795,4763,5558
452,2012-03-27,summer,2012,3,0,2,1,1,0.323333,4.833164,0.29,0.187192,531,4571,5102
453,2012-03-28,summer,2012,3,0,3,1,1,0.484167,15.082699999999999,0.48125,0.291671,674,5024,5698
454,2012-03-29,summer,2012,3,0,4,1,1,0.494167,15.832063999999999,0.439167,0.31965,834,5299,6133
455,2012-03-30,summer,2012,3,0,5,1,2,0.37,8.790986,0.580833,0.138067,796,4663,5459
456,2012-03-31,summer,2012,3,0,6,0,2,0.424167,11.832728000000003,0.738333,0.250617,2301,3934,6235
457,2012-04-01,summer,2012,4,0,0,0,2,0.425833,11.540942000000001,0.67625,0.172267,2347,3694,6041
458,2012-04-02,summer,2012,4,0,1,1,1,0.433913,12.215857999999997,0.504348,0.312139,1208,4728,5936
459,2012-04-03,summer,2012,4,0,2,1,1,0.466667,14.457877999999997,0.396667,0.100133,1348,5424,6772
460,2012-04-04,summer,2012,4,0,3,1,1,0.541667,19.207699999999996,0.469583,0.180975,1058,5378,6436
461,2012-04-05,summer,2012,4,0,4,1,1,0.435,12.456758,0.374167,0.219529,1192,5265,6457
462,2012-04-06,summer,2012,4,0,5,1,1,0.403333,9.790621999999999,0.377083,0.300388,1807,4653,6460
463,2012-04-07,summer,2012,4,0,6,0,1,0.4375,12.124513999999998,0.254167,0.274871,3252,3605,6857
464,2012-04-08,summer,2012,4,0,0,0,1,0.5,16.50005,0.275833,0.232596,2230,2939,5169
465,2012-04-09,summer,2012,4,0,1,1,1,0.489167,15.458108,0.3175,0.358196,905,4680,5585
466,2012-04-10,summer,2012,4,0,2,1,1,0.446667,12.791377999999998,0.435,0.249375,819,5099,5918
467,2012-04-11,summer,2012,4,0,3,1,1,0.348696,6.260084000000003,0.469565,0.295274,482,4380,4862
468,2012-04-12,summer,2012,4,0,4,1,1,0.3975,9.581864,0.46625,0.290429,663,4746,5409
469,2012-04-13,summer,2012,4,0,5,1,1,0.4425,12.499328000000002,0.408333,0.155471,1252,5146,6398
470,2012-04-14,summer,2012,4,0,6,0,1,0.495,16.207735999999997,0.502917,0.190917,2795,4665,7460
471,2012-04-15,summer,2012,4,0,0,0,1,0.606667,21.875750000000004,0.507917,0.225129,2846,4286,7132
472,2012-04-16,summer,2012,4,1,1,0,1,0.664167,24.585050000000003,0.561667,0.284829,1198,5172,6370
473,2012-04-17,summer,2012,4,0,2,1,1,0.608333,23.500141999999997,0.390417,0.273629,989,5702,6691
474,2012-04-18,summer,2012,4,0,3,1,2,0.463333,14.164508000000001,0.569167,0.167912,347,4020,4367
475,2012-04-19,summer,2012,4,0,4,1,1,0.498333,16.541036,0.6125,0.0659292,846,5719,6565
476,2012-04-20,summer,2012,4,0,5,1,1,0.526667,18.041150000000002,0.694583,0.149871,1340,5950,7290
477,2012-04-21,summer,2012,4,0,6,0,1,0.57,19.832786,0.682917,0.283587,2541,4083,6624
478,2012-04-22,summer,2012,4,0,0,0,3,0.396667,9.707264000000002,0.835417,0.344546,120,907,1027
479,2012-04-23,summer,2012,4,0,1,1,2,0.321667,3.87425,0.766667,0.303496,195,3019,3214
480,2012-04-24,summer,2012,4,0,2,1,1,0.413333,10.748678000000002,0.454167,0.249383,518,5115,5633
481,2012-04-25,summer,2012,4,0,3,1,1,0.476667,15.040921999999998,0.427917,0.118792,655,5541,6196
482,2012-04-26,summer,2012,4,0,4,1,2,0.498333,15.916477999999998,0.756667,0.176625,475,4551,5026
483,2012-04-27,summer,2012,4,0,5,1,1,0.4575,13.874042,0.400833,0.347633,1014,5219,6233
484,2012-04-28,summer,2012,4,0,6,0,2,0.376667,8.915264,0.489583,0.129975,1120,3100,4220
485,2012-04-29,summer,2012,4,0,0,0,1,0.458333,13.707985999999998,0.587083,0.116908,2229,4075,6304
486,2012-04-30,summer,2012,4,0,1,1,2,0.464167,14.207936,0.57,0.171638,665,4907,5572
487,2012-05-01,summer,2012,5,0,2,1,2,0.613333,22.083385999999997,0.659583,0.156096,653,5087,5740
488,2012-05-02,summer,2012,5,0,3,1,1,0.564167,19.501136000000002,0.797083,0.138058,667,5502,6169
489,2012-05-03,summer,2012,5,0,4,1,2,0.56,19.457971999999998,0.768333,0.133696,764,5657,6421
490,2012-05-04,summer,2012,5,0,5,1,1,0.6275,23.000522000000004,0.735417,0.162938,1069,5227,6296
491,2012-05-05,summer,2012,5,0,6,0,2,0.621667,22.584128,0.756667,0.152992,2496,4387,6883
492,2012-05-06,summer,2012,5,0,0,0,2,0.5625,20.084642000000002,0.74,0.149879,2135,4224,6359
493,2012-05-07,summer,2012,5,0,1,1,2,0.5375,18.791372000000003,0.664167,0.230721,1008,5265,6273
494,2012-05-08,summer,2012,5,0,2,1,2,0.581667,20.793086000000002,0.685833,0.296029,738,4990,5728
495,2012-05-09,summer,2012,5,0,3,1,2,0.575,20.499650000000003,0.744167,0.216412,620,4097,4717
496,2012-05-10,summer,2012,5,0,4,1,1,0.505833,16.457678,0.552083,0.314063,1026,5546,6572
497,2012-05-11,summer,2012,5,0,5,1,1,0.533333,18.374978,0.360417,0.236937,1319,5711,7030
498,2012-05-12,summer,2012,5,0,6,0,1,0.564167,19.957921999999996,0.480417,0.123133,2622,4807,7429
499,2012-05-13,summer,2012,5,0,0,0,1,0.6125,22.625708000000003,0.57625,0.225117,2172,3946,6118
500,2012-05-14,summer,2012,5,0,1,1,2,0.573333,20.293400000000005,0.789583,0.212692,342,2501,2843
501,2012-05-15,summer,2012,5,0,2,1,2,0.611667,22.042664000000002,0.794583,0.147392,625,4490,5115
502,2012-05-16,summer,2012,5,0,3,1,1,0.636667,23.33435,0.697917,0.122512,991,6433,7424
503,2012-05-17,summer,2012,5,0,4,1,1,0.593333,21.792458000000003,0.52,0.229475,1242,6142,7384
504,2012-05-18,summer,2012,5,0,5,1,1,0.564167,20.373985999999995,0.523333,0.136817,1521,6118,7639
